Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,is_pseudo
11882.321676,89,75,18840.991905,5411.91088,76.351552,408.665373,1412.788762,157.6924,868.728495,480.068763,1065.929201,165.6917,331203.062147,9780.406194,8241.876058,1383.201267,5514.674134,186.8914,52.4197,492.0889,937.0462,1803.907324,4.0213,576.2283,123.3753,778.2414,2016.625153,5.624,0,1,1,0,34,121,8735.160152,2601.416381,204.305416,761.436748,375.209806,466.6812,240542.969403,0,5,5,5,3,3,0,0,7.9295,1407.020588,252.769584,93.65093,6171,48,7816,4403,42,1414,27,13402,5,7497,39947,-1,5,1300,4682.899696,16248.918159,28843.988803,92.912,18132.176228,3637.415211,16310.146269,0.0,BENIGN,True
46483.200704,172,14,8585.060559,2789.464367,356.046191,911.339195,453.197539,463.5259,1346.760114,337.205733,1392.07038,391.9394,271095.713656,8984.961267,17687.146329,6191.117703,20871.708683,256.707,171.5628,779.8021,447.0871,4427.170448,74.2569,908.9825,633.6684,29.0111,2882.243236,71.981,0,0,1,1,50,84,2839.60304,7224.828558,774.102519,59.438796,1062.913087,423.0312,100682.754888,1,1,4,5,3,2,1,2,7.7843,1339.113638,590.964998,1310.436318,5929,12,7829,1716,48,2998,11,14356,5,14925,-1,56009,1,84,4746.761434,7844.129682,39673.694069,29.5945,1944.621743,2796.915593,816.388035,0.0,BENIGN,True
47873.153582,178,38,16553.496285,11014.218796,508.580297,444.000783,1190.773558,428.2191,1237.638191,1451.693253,732.704707,175.9618,371289.710768,45.922414,13060.816515,10423.354176,43278.835988,29.1891,302.3919,497.3306,673.5089,2840.803936,53.534,179.9446,485.3979,411.352,1040.500841,92.1256,1,0,1,0,184,30,3638.745659,4155.512068,185.03476,232.229385,1473.473689,358.4961,18656.608116,1,1,5,3,0,5,5,0,7.3726,49.54919,1408.258199,139.153135,4893,79,6221,9939,27,3678,32,16180,35,11583,20382,34307,0,153,7716.423339,15970.700139,12669.024532,97.0841,15770.558621,5124.45483,39432.835045,0.0,BENIGN,True
13186.114545,103,58,5330.772318,10183.453053,1198.343532,219.442567,310.459101,457.5788,948.492769,1225.611935,476.871546,123.388,174480.610872,5918.991709,7077.179732,7334.23327,51324.439664,957.282,304.4407,694.4113,836.3057,694.12822,0.4784,925.3043,836.5121,263.0513,650.162764,4.7788,1,0,1,1,163,155,4762.340519,1406.683347,1029.24552,461.632454,1235.88778,251.2105,20649.576644,1,0,3,5,5,4,2,4,8.4908,1493.672131,113.658625,563.349274,5976,78,7224,5100,15,1994,7,20000,50,5420,48817,-1,0,1261,15062.585356,16613.810367,9203.460939,45.1966,16614.743277,13801.732765,59232.151509,0.0,BENIGN,True
51841.272586,52,114,11978.765577,1144.821486,670.423035,19.299482,335.350177,72.0375,661.3307,635.506152,262.223074,246.3847,162092.022852,3984.269292,11287.573951,2268.524799,57199.238883,744.6974,521.6867,70.537,238.0283,4119.79174,73.6042,560.2132,931.4844,310.6592,1131.012844,29.9045,0,0,1,0,125,127,3588.877964,7695.630303,1153.837064,35.017893,604.417025,75.8416,29181.057376,0,1,4,5,3,4,0,0,0.0167,571.903008,180.992686,232.499704,5051,12,2884,4831,99,3635,19,11167,17,1358,41959,-1,3,598,18426.281453,19805.97159,30706.724938,68.4819,18052.080786,11708.904703,49878.816895,0.0,BENIGN,True
49899.576841,122,111,479.183458,16788.573426,381.08158,45.030769,585.22662,464.5691,604.294984,279.841505,1483.308553,8.9496,465729.08312,6898.656903,3078.287629,14809.565052,22924.184281,321.2652,991.4824,137.9005,298.9711,4738.790284,10.8817,787.6983,753.4043,240.5366,1753.241176,36.5172,1,0,0,1,149,104,6741.878694,630.648729,461.417744,1066.251334,645.981825,289.8743,143510.107444,1,0,4,3,2,4,4,2,8.3839,988.634121,883.352695,983.914091,3555,94,6908,7704,27,4702,27,9701,42,14024,-1,-1,10,51,1876.093362,19858.976584,9333.429042,23.777,10958.919015,701.305404,17731.13865,0.0,BENIGN,True
31592.525243,87,197,15433.826174,11685.58176,751.412226,1178.537301,573.112128,306.2525,878.512651,328.019156,667.334409,139.2739,212259.263263,7200.792053,4375.99134,8122.63335,13901.391674,860.2106,997.1084,938.0609,501.1919,3978.364589,46.9477,488.5011,328.2291,762.3576,2775.038019,40.0233,0,0,0,0,45,121,9610.729725,6053.050324,1078.974522,699.443534,1360.754349,60.469,51875.999297,0,3,5,4,1,4,5,0,8.8866,1001.057198,331.121442,1216.137563,8877,62,9327,4533,59,9707,28,7482,49,1287,-1,-1,9,946,8447.079374,5977.211169,28345.42048,26.032,15677.290417,4170.675102,38133.577755,0.0,BENIGN,True
10146.582033,144,83,12985.965621,12318.835534,215.650697,391.816328,1208.847056,208.8781,451.735243,1185.349916,323.087734,93.0321,116091.816493,8491.693149,8902.846474,14560.956125,1274.912984,538.6147,482.5657,740.4344,620.8487,4134.03177,16.3658,457.864,562.487,922.6623,1157.797804,42.6181,0,1,0,0,46,57,4323.473105,5085.25475,434.225894,981.514667,1234.12076,80.0628,89137.59285,4,4,1,3,4,4,4,4,2.1151,1233.743396,1197.616436,43.845844,8982,70,1945,8106,70,3401,39,19115,4,11513,2697,-1,6,29,1621.748184,15413.493399,27394.179221,47.2242,5394.072364,9021.012021,44832.382167,0.0,BENIGN,True
11873.065658,5,58,10833.88714,3671.904212,767.391505,1431.28206,1256.974996,465.6409,628.462362,676.75476,619.888296,254.7295,409309.061007,6468.924199,3138.564614,1725.152049,47631.245551,53.0529,12.5505,355.1563,706.1962,3605.172176,16.6579,489.2636,758.6484,128.7459,629.299212,69.1812,1,0,1,1,82,100,8923.412885,8489.90872,1203.887094,1479.78159,1380.089535,367.4246,194052.931287,0,2,2,4,1,0,4,5,2.5715,1191.696798,613.906935,187.707889,7370,97,7711,1707,68,1201,46,7509,5,14282,-1,41450,2,328,93.482537,16389.930954,21897.786066,66.1968,11319.353439,803.300882,27538.008196,0.0,BENIGN,True
32328.421425,151,88,12554.379397,19065.136552,633.195546,1207.260014,740.964636,6.4741,556.175064,1158.620227,496.676759,314.055,7289.000461,3917.660956,1519.320965,2679.635765,40808.280954,485.0492,664.9865,390.9659,68.1186,1891.889976,65.7545,951.8469,793.865,284.2586,2126.539748,86.704,0,1,1,0,85,91,8976.554682,230.595204,1478.457575,904.53974,1350.333874,339.2875,11783.18183,1,1,1,2,2,2,5,2,4.7854,398.263974,69.336368,1363.296784,2174,83,9256,540,31,1204,5,643,9,9724,-1,21472,8,1360,17380.25399,5879.006987,24770.425668,74.8858,18593.330675,7314.44695,50840.123951,0.0,BENIGN,True
12465.220098,95,44,14898.202638,9634.823498,481.401793,162.671402,1492.845693,97.0672,1442.021296,98.401453,806.572794,96.4073,161689.031774,4031.345528,17107.544335,6550.596575,23278.072293,464.5763,371.0299,58.666,159.847,3056.596502,16.3386,880.6048,202.7263,993.0328,3148.929973,27.3087,0,0,0,0,103,186,2075.182868,3530.795807,636.479002,836.581658,235.360463,476.3465,40.375602,1,4,0,3,0,4,4,1,0.37,285.635944,647.610425,594.597262,2174,51,5547,3431,73,153,49,13066,8,6915,18611,63457,8,1256,16447.605004,10472.179681,55047.426756,39.7051,6829.761929,19988.117669,33435.529113,0.0,BENIGN,True
38520.165849,196,79,13549.743032,9752.118884,773.218382,870.971278,1325.666999,169.0885,632.030122,525.864873,1429.272024,110.6457,360152.71243,6147.832299,14303.075997,5356.140049,48541.598836,642.4623,21.6996,154.8678,203.7045,2878.941788,82.0342,618.5194,365.9626,135.0523,4567.883216,96.1163,0,0,1,0,37,149,3428.547727,5830.800878,758.90375,87.524811,241.017018,271.4451,225636.151992,3,1,4,4,4,4,5,4,9.1805,1047.88576,1161.412484,749.583856,7117,57,5205,4422,16,1813,27,3043,38,14384,33283,37019,7,879,9277.320203,19557.066639,45044.798268,51.2878,10293.513377,14104.92582,36697.513983,0.0,BENIGN,True
